mag,GTDB-tk_domain,GTDB-tk_phylum,GTDB-tk_class,GTDB-tk_order,GTDB-tk_family,GTDB-tk_genus,GTDB-tk_species,CHECKM_completeness,CHECKM_contamination,max.growth,max.growth.minmedia,minmedia.n.mets,C.total,num.minmedia.C.mets,growth.yield,rk.index,rk.strategy,doubling.time.minmedia
3300029030_9,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium,Eubacterium sp000433975,97.32,0.0,23.03473381,0.346939125,23,6877.059236,14,0.050448762,-0.610768172,r-strategist,2.327288165
3300029245_20,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Unclassified Agathobacter,92.27,2.19,26.81959531,0.797271313,13,3296.950607,3,0.241820824,-0.23777891,r-strategist,1.182301124
3300027815_97,Bacteria,Omnitrophota,koll11,2-02-FULL-51-18,2-02-FULL-51-18,Unclassified 2-02-FULL-51-18,Unclassified 2-02-FULL-51-18,50.03,0.0,26.44269683,0.159478524,17,8062.809255,8,0.019779523,-1.597991986,r-strategist,4.684365182
3300029322_6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,99.28,1.93,55.54185075,0.753188938,13,3598.005641,4,0.209335119,-0.200193982,r-strategist,1.234596127
3300029247_23,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,CAG-127,CAG-127 sp900319515,78.17,0.67,26.16914627,0.287862008,17,3581.056593,8,0.080384658,-0.732552496,r-strategist,2.739891022
3300029367_6,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira rogosae,98.66,0.0,26.5156135,1.870733684,14,45135.71893,4,0.041446857,-0.508436441,r-strategist,0.657280915
3300027706_27,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Palsa-187,Unclassified Palsa-187,94.74,1.39,15.25995808,0.856128859,13,10000.59302,3,0.085607809,-0.657826225,r-strategist,1.120703246
3300029350_11,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,93.99,1.5,52.04261955,0.39036064,14,3399.496707,3,0.114828951,-0.871361329,r-strategist,2.103230128
3300027839_83,Bacteria,Gemmatimonadota,Gemmatimonadetes,SG8-23,UBA6960,GCA-2718595,Unclassified GCA-2718595,64.37,0.0,22.30685459,0.596453157,15,4528.183064,6,0.131720195,-0.326620043,r-strategist,1.481766372
3300027800_51,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,UBA9219,UBA9219,Unclassified UBA9219,88.57,0.55,77.95104829,0.678494733,16,6004.39832,7,0.112999621,-0.270278493,r-strategist,1.338387065
3300026255_2,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Unclassified Pirellulaceae,Unclassified Pirellulaceae,94.62,3.45,58.28200443,0.461066495,13,4082.310464,3,0.112942536,-0.806257647,r-strategist,1.828080579
3300029316_11,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira rogosae,94.63,0.67,12.27075279,0.470163946,14,5847.459761,5,0.080404819,-0.723498592,r-strategist,1.798635403
3300027706_32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Unclassified Methylocapsa,97.07,0.63,44.07792649,0.24755279,19,2376.26185,8,0.104177404,-0.685468656,r-strategist,3.133805358
3300029357_13,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,93.96,2.66,28.21986248,1.15993462,12,5203.853589,2,0.222899165,-0.286428052,r-strategist,0.90010002
3300028127_4,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA1994,UBA1994 sp002335865,95.79,2.81,50.64128579,0.950342563,14,35756.12933,3,0.026578452,-1.120468884,r-strategist,1.037637666
3300027711_43,Bacteria,Firmicutes,Proteinivoracia,UBA4975,UBA4975,Unclassified UBA4975,Unclassified UBA4975,86.44,0.28,30.39241792,1.100640781,12,4957.44042,2,0.222017954,-0.310936307,r-strategist,0.933855504
3300029420_10,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000436475,98.64,0.67,25.6169833,0.682269911,13,3154.382791,4,0.216292681,-0.228941966,r-strategist,1.332606269
3300029338_20,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus,82.55,0.0,64.15664771,0.631988916,13,1959.181537,3,0.322578027,-0.213534502,r-strategist,1.415165247
3300028568_70,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA1179,UBA1179 sp002340405,57.77,0.99,22.7773278,0.270327905,16,5004.561643,7,0.0540163,-0.990486245,r-strategist,2.896863466
3300027863_82,Bacteria,KSB1,UBA2214,Unclassified UBA2214,Unclassified UBA2214,Unclassified UBA2214,Unclassified UBA2214,97.8,0.0,39.09068652,0.341007466,21,5014.889032,11,0.067999005,-0.593340868,r-strategist,2.362294367
3300028911_12,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,94.09,0.0,47.40977932,0.306338688,18,3862.951298,8,0.079301722,-0.711425549,r-strategist,2.59383869
3300028601_40,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Unclassified Proteiniphilum,93.84,1.64,63.58387259,0.528965926,13,3097.736285,3,0.170758863,-0.567067793,r-strategist,1.632503122
3300027844_53,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA8110,UBA8110 sp002707655,73.1,0.89,31.50156411,0.109907476,17,2703.677641,7,0.040651102,-1.504802399,r-strategist,6.647194108
3300026311_35,Bacteria,UBP3,UBA1439,UBA1439,UBA1439,UBA1439,UBA1439 sp002329605,93.24,3.07,51.18529503,0.125324256,31,5231.85279,22,0.023954087,-1.180162562,r-strategist,5.8705853
3300028048_103,Bacteria,Spirochaetota,Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,Unclassified Spirochaetia,87.36,0.0,47.06084208,0.307268604,22,11007.02172,10,0.02791569,-1.066633449,r-strategist,2.586949965
3300029411_17,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus,84.56,0.0,25.65485995,0.890359516,12,6157.017247,3,0.144608904,-0.413118306,r-strategist,1.088541251
3300029423_16,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,100.0,0.0,39.24686198,0.45321548,12,3434.762872,2,0.131949569,-0.922257294,r-strategist,1.854432128
3300025235_9,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,AG-414-E02,Unclassified AG-414-E02,87.55,0.0,33.08880869,0.371299883,12,3324.434801,3,0.111688123,-0.90514694,r-strategist,2.195177142
3300029439_16,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,95.21,2.91,38.38831953,0.579289659,18,5726.69935,9,0.101155941,-0.277870322,r-strategist,1.516815873
3300029180_3,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Absiella,Absiella innocuum,55.19,0.47,43.13724631,0.656075565,16,10863.70246,7,0.060391526,-0.556972096,r-strategist,1.374063312
3300029423_20,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,75.28,0.34,15.70161782,0.260757677,23,2943.710215,14,0.0885813,-0.490292812,r-strategist,2.991405598
3300026703_6,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,MZ-XQ,Unclassified MZ-XQ,98.67,0.44,53.38857264,0.14717073,16,2256.136403,6,0.065231309,-1.239571215,r-strategist,5.04846223
3300029454_7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,99.52,0.48,70.03349605,0.308515348,21,5001.838782,11,0.061680386,-0.679183456,r-strategist,2.577779029
3300029470_9,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,98.07,0.0,38.43997493,0.129362325,16,4377.45402,7,0.029551955,-1.572507926,r-strategist,5.697732664
3300027356_3,Bacteria,Gemmatimonadota,Gemmatimonadetes,RSA9,RSA9,RSA9,RSA9 sp003242735,70.69,1.72,59.96603304,0.182159498,20,3325.079838,9,0.054783496,-1.046655925,r-strategist,4.142078277
3300027968_45,Bacteria,Eremiobacterota,Eremiobacteria,UBP12,UBA5184,Unclassified UBA5184,Unclassified UBA5184,96.76,3.7,38.25166043,0.242335901,19,2344.321437,7,0.103371448,-0.756083602,r-strategist,3.19432381
3300029467_14,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,99.98,1.5,51.01200815,0.283582441,14,1222.518233,3,0.231965818,-0.704775416,r-strategist,2.776420728
3300029115_16,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,92.27,0.48,38.92127688,0.180438213,22,6004.724605,11,0.030049374,-1.224443374,r-strategist,4.178461602
3300029490_30,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,CAG-127,CAG-127 sp900319515,79.4,0.98,15.92594431,0.99155992,12,5409.787459,2,0.183289996,-0.43951228,r-strategist,1.006138566
3300029361_33,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,66.44,0.0,28.36783122,0.339043592,15,3037.44387,5,0.111621352,-0.723027175,r-strategist,2.374152537
3300029473_14,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,84.64,1.52,34.13815351,0.138071626,32,7499.223053,21,0.018411457,-1.2725881,r-strategist,5.359305016
3300028603_71,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Bact-08,Unclassified Bact-08,95.32,1.68,38.58225179,0.88215906,12,4033.719723,3,0.218696171,-0.237490666,r-strategist,1.09602427
3300026549_103,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,RUG306,RUG306 sp900317755,66.67,0.0,52.68413767,1.03943391,13,6006.489102,2,0.173051826,-0.443996936,r-strategist,0.972602984
3300029466_13,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,99.98,2.3,35.90351334,0.123445881,31,506.8807901,21,0.243540263,-0.199733331,r-strategist,5.954839867
3300021319_33,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Unclassified Selenomonas,77.05,0.93,48.18264449,0.281584344,15,21245.00268,6,0.013254145,-1.64988853,r-strategist,2.793854634
3300026840_5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Unclassified Aquimarina,98.0,0.97,44.78093285,0.333979807,20,30357.58804,10,0.011001526,-1.434826844,r-strategist,2.405367849
3300029495_19,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira rogosae,93.29,0.0,16.54911773,0.444756674,31,24908.59063,20,0.017855554,-0.799074211,r-strategist,1.883854582
3300029490_21,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,93.77,0.0,31.4230226,0.474864471,13,843.6237432,3,0.562886565,-0.095888185,r-strategist,1.783859112
3300028603_77,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalomonadales,Thiohalomonadaceae,UBA3588,Unclassified UBA3588,69.0,1.12,29.86925927,0.805618921,15,3936.574284,5,0.204649744,-0.083889132,r-strategist,1.173029552
3300029358_13,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,95.19,1.5,23.67689455,1.116804416,12,6602.860488,2,0.169139484,-0.42274788,r-strategist,0.924310115
3300029501_8,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,92.42,0.53,59.32400162,1.010336062,14,15449.5034,5,0.065396022,-0.481012811,r-strategist,0.992618204
3300029519_24,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus,Ruminococcus bromii,56.38,0.0,26.37581195,0.643869492,12,5997.676611,3,0.107353153,-0.683266095,r-strategist,1.394513879
3300029527_16,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,87.6,1.36,24.40421384,0.103223293,17,3720.91935,8,0.027741341,-1.640004851,r-strategist,7.055926978
3300029053_10,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,GCA-900066995,GCA-900066995 sp900291955,90.27,0.0,30.83124628,0.724705901,20,8191.176454,10,0.08847397,-0.193022686,r-strategist,1.27169775
3300029528_8,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,99.98,2.69,37.19059462,0.464045084,14,4661.527194,4,0.099547866,-0.733347878,r-strategist,1.818314122
3300029492_23,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella sp000980495,79.8,0.0,33.28313583,0.299980398,17,3321.70216,9,0.09030924,-0.612932424,r-strategist,2.642078638
3300029496_15,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,77.72,3.61,39.3258415,0.280718471,17,883.16543,6,0.317854913,-0.271348831,r-strategist,2.801486322
3300026201_13,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,Unclassified UBA1100,65.43,0.74,35.06118444,0.742035644,14,5821.223425,4,0.127470738,-0.422104743,r-strategist,1.248791571
3300029556_7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,95.68,0.48,65.86615304,0.555115566,25,8739.546269,17,0.063517664,-0.222273153,r-strategist,1.569804999
3300029364_20,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,84.81,0.79,23.2542254,0.790496375,16,5401.451803,6,0.146348871,-0.158559489,r-strategist,1.189966774
3300027885_21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Unclassified Thiobacillus,65.43,2.18,18.51454518,0.125337096,19,3391.711389,9,0.036953939,-1.380017122,r-strategist,5.870018044
3300027796_19,Bacteria,Desulfuromonadota,Desulfuromonadia,Geobacterales,Pelobacteraceae,Geobacter,Unclassified Geobacter,91.18,2.58,25.22272754,0.605939741,13,3670.927284,4,0.16506449,-0.397856917,r-strategist,1.463233849
3300029577_18,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Acetatifactor sp900066365,75.44,1.75,43.3267722,0.795506186,12,2157.720344,2,0.368679003,-0.231678038,r-strategist,1.184286007
3300029456_10,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,99.38,1.5,49.98364968,0.470476945,16,6552.382752,7,0.071802421,-0.626224525,r-strategist,1.797642396
3300029490_31,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp000432375,90.27,0.0,37.20453069,0.800101345,16,10128.08533,7,0.078998282,-0.35413931,r-strategist,1.179136641
3300029013_19,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium,Clostridium sp000435655,65.37,0.32,27.18651813,0.796871358,11,1779.67989,2,0.447761062,-0.146535463,r-strategist,1.182750119
3300029430_24,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Duodenibacillus,Unclassified Duodenibacillus,98.75,0.62,31.90720262,0.100393888,19,4064.209597,10,0.024701947,-1.605561547,r-strategist,7.245325087
3300027386_36,Bacteria,Dadabacteria,UBA1144,Unclassified UBA1144,Unclassified UBA1144,Unclassified UBA1144,Unclassified UBA1144,87.34,1.68,42.23623099,0.194934748,20,2159.021064,10,0.090288488,-0.754478356,r-strategist,3.892082829
3300029513_23,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,75.74,0.27,23.89902589,0.706130827,13,16595.76439,4,0.042548858,-0.920166926,r-strategist,1.297474128
3300026682_2,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,62.5,1.79,30.21046224,0.376452018,13,5148.880086,3,0.073113378,-1.083172264,r-strategist,2.169412365
3300029575_16,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,93.52,4.01,31.22909887,0.756588207,15,3981.26439,5,0.190037167,-0.14333188,r-strategist,1.230351254
3300025737_52,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Unclassified Cloacimonadales,Unclassified Cloacimonadales,Unclassified Cloacimonadales,85.71,1.2,15.2286607,0.816202248,14,5818.857309,4,0.140268476,-0.339182143,r-strategist,1.161541545
3300029587_34,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,UBA1417 sp003531055,61.94,1.34,33.40366619,0.230301202,14,23072.55361,5,0.009981609,-1.939533248,r-strategist,3.34435231
3300029593_19,Bacteria,Firmicutes,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191,Unclassified UBA1191,91.84,0.0,38.85840778,0.309654328,15,3004.874991,4,0.103050652,-0.894012108,r-strategist,2.569465001
3300028048_34,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,UBA3796,Unclassified UBA3796,100.0,1.27,39.77012117,0.678539701,14,10166.94163,5,0.066739805,-0.645069799,r-strategist,1.338317835
3300029198_18,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister invisus,73.42,0.0,30.53132372,1.134973449,13,18791.20858,4,0.060399173,-0.561923318,r-strategist,0.913894564
3300029618_19,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,99.04,0.96,15.49399332,0.658195585,15,38972.91055,5,0.016888541,-1.255082907,r-strategist,1.370587391
3300029620_39,Bacteria,Firmicutes,Clostridia,4C28d-15,CAG-917,CAG-349,CAG-349 sp003539515,78.94,0.81,39.38607051,0.658022779,12,5689.341949,3,0.115658856,-0.641458926,r-strategist,1.370869893
3300029371_14,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,99.98,1.5,46.58683201,0.249360563,15,7811.694155,6,0.031921445,-1.320938443,r-strategist,3.113422976
3300029580_23,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,88.88,0.77,29.25923688,0.122201089,13,3440.35812,4,0.035519875,-1.760393509,r-strategist,6.012100509
3300029488_19,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,96.14,0.0,58.38076078,0.504269884,18,25894.70098,8,0.019473864,-1.104794849,r-strategist,1.69761006
3300023208_15,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Unclassified Asticcacaulis,72.6,1.88,34.39784501,1.249411971,12,5799.517052,3,0.215433795,-0.09285925,r-strategist,0.855031241
3300027327_22,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,Bin76,Bin76,Bin76 sp002238785,64.37,1.28,19.24640112,1.540561383,12,10920.82901,3,0.14106634,-0.185776338,r-strategist,0.743412996
3300029617_35,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium,Eubacterium sp003526845,65.1,0.0,22.18560491,0.367163725,14,1915.663584,5,0.191663989,-0.453629705,r-strategist,2.216380712
3300029665_5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri,97.64,1.75,60.54944046,0.560880646,14,7256.380944,5,0.077294818,-0.664009162,r-strategist,1.556758906
3300029692_15,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000435555,84.9,0.67,25.07580665,1.665084726,13,10623.00324,3,0.156743313,-0.106253385,r-strategist,0.707122863
3300029692_17,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp000765235,86.47,0.0,27.87397086,0.309010985,14,6309.573571,4,0.04897494,-1.21799218,r-strategist,2.574153616
3300029676_20,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,61.07,0.67,15.74131058,0.45682561,12,1956.987052,3,0.233433129,-0.494965812,r-strategist,1.842203518
3300029521_14,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum,88.76,1.12,27.70843325,0.893094014,12,8577.51257,4,0.104120397,-0.429507015,r-strategist,1.086075786
3300029577_21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella sp000980495,100.0,0.0,47.67332307,0.304312516,15,6672.589433,6,0.04560636,-1.079503523,r-strategist,2.608993414
3300029434_28,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,94.53,4.26,25.11494125,0.298359524,12,7869.00092,2,0.037915807,-1.645409791,r-strategist,2.654703302
3300029589_38,Bacteria,Firmicutes,Clostridia,4C28d-15,CAG-917,CAG-475,CAG-475 sp000434435,85.46,0.0,15.22738811,0.505914139,13,2078.991384,3,0.243345953,-0.432577801,r-strategist,1.693080083
3300029716_21,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,Gemmiger formicilis,96.6,0.04,23.4219822,0.25849053,26,3004.063853,15,0.086046949,-0.476728626,r-strategist,3.014823641
3300027343_9,Bacteria,Firmicutes,Bacilli,Paenibacillales,Reconcilibacillaceae,Reconcilibacillus,Reconcilibacillus cellulovorans,71.45,0.27,39.74683508,0.516875386,15,3600.657024,5,0.143550297,-0.430640049,r-strategist,1.66360959
3300029720_17,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279,Unclassified CAG-279,91.7,1.19,39.42885505,0.284181723,21,2137.467864,11,0.132952513,-0.381314622,r-strategist,2.771239415
3300029733_20,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus,Ruminococcus bromii,98.66,0.67,29.45221044,0.720348036,17,6817.311844,7,0.105664528,-0.273430367,r-strategist,1.277627971
3300029729_22,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,74.15,0.1,30.04079624,0.274510048,21,7991.338034,12,0.034350949,-0.946321764,r-strategist,2.8576103
3300029732_19,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae,GCA-900066995,GCA-900066995 sp900291955,93.96,1.03,16.88573553,0.406140887,14,9994.668684,3,0.040635753,-1.305293722,r-strategist,2.033590229
3300027240_5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,TMED14,TMED14 sp002381225,93.28,1.08,52.9460384,0.420412495,13,6003.147073,4,0.070032017,-0.928967761,r-strategist,1.975074727
3300029578_22,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella excrementihominis,87.85,0.04,38.92805732,0.149042899,13,3398.736496,4,0.043852443,-1.582634925,r-strategist,4.989206815
3300029714_30,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,CAG-495 sp000436375,96.42,0.0,33.96840372,1.383804507,14,33136.90153,4,0.041760226,-0.636102424,r-strategist,0.797915254
3300029617_19,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,92.92,3.08,22.06190071,0.309297318,14,3226.909498,4,0.095849393,-0.925974487,r-strategist,2.572064461
3300029464_15,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,96.84,0.63,48.42127543,0.511146689,15,3959.572427,5,0.129091385,-0.481587183,r-strategist,1.678855968
3300026278_22,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,envOPS12,Unclassified envOPS12,Unclassified envOPS12,67.58,1.82,28.42505831,0.223212245,33,4215.804184,22,0.05294654,-0.585021718,r-strategist,3.44027125
3300027893_76,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Unclassified Desulfatiglandales,Unclassified Desulfatiglandales,Unclassified Desulfatiglandales,64.39,1.42,47.39128525,0.167103639,18,4380.241482,9,0.038149413,-1.241283727,r-strategist,4.485659102
3300029219_20,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Unclassified Collinsella,64.04,2.05,16.10328003,0.977561888,16,6003.133239,5,0.162841944,-0.099119456,r-strategist,1.016546485
3300027739_7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter postgatei,100.0,0.0,48.00779519,0.3806186,18,3009.099566,9,0.126489201,-0.363214034,r-strategist,2.149082609
3300029441_14,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,96.62,3.76,40.94927706,0.158236059,15,2310.254647,5,0.068492908,-1.266078932,r-strategist,4.718554331
3300029742_17,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,97.95,0.0,23.26086204,0.408057908,12,3679.814144,2,0.110890902,-1.043352292,r-strategist,2.025494217
3300029742_20,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter inops,99.52,0.0,18.78460192,0.382824899,14,3007.611053,4,0.127285374,-0.710161327,r-strategist,2.138495439
3300027977_31,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UBA8137,Unclassified UBA8137,94.58,0.74,33.33838188,0.647317398,12,1589.420305,2,0.407266345,-0.277974201,r-strategist,1.388660234
3300029215_7,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprophilus,96.64,0.93,50.69435857,0.224064323,14,5052.22654,4,0.044349619,-1.400677403,r-strategist,3.428422086
3300021603_38,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,49-20,Unclassified 49-20,92.73,2.73,45.99658666,0.424948696,19,3897.21598,10,0.109039042,-0.334081472,r-strategist,1.957291976
3300029779_12,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectale,94.28,2.44,60.27806919,0.1393316,23,1142.447912,13,0.121958821,-0.655793804,r-strategist,5.313843514
